LST_2023,LST_2024,LST_2025,NDVI_2023,NDVI_2024,NDVI_2025,NDBI_2023,NDBI_2024,NDBI_2025,Humidity_23,Humidity_24,Humidity_25,Wind2023,Wind2024,Wind2025,TreeMASK_CSV_2023,TreeMASK_CSV_2024,TreeMASK_CSV_2025,Landcover,Road_Distance,building_density,Population_25,Albedo_25,Predicted_LST,Temperature_Reduction
47.3388977050781,47.3525733947754,44.6762619018555,0.18699187040329,0.0500000007450581,0.0500000007450581,0.0331125818192959,-0.030674846842885,-0.030674846842885,28.7150077819824,75.6220092773438,75.9671859741211,0.470444619655609,1.41567468643188,1.87627375125885,0,0,0.0,50,424081150,5460554,94.2035903930664,49.91910057067869,44.79151757558187,-0.11525567372637369
46.7954330444336,45.7631912231445,43.5380630493164,0.121495328843594,0.148936167359352,0.148936167359352,0.104477614164352,0.187969923019409,0.187969923019409,28.7150077819824,75.6220092773438,75.9671859741211,0.471695959568024,1.37953507900238,1.87806677818298,0,0,0.0,50,173154856,5462622,97.3578033447266,55.607197952270475,45.22761241912842,-1.6895493698120205
48.2959442138672,49.987865447998,46.6963119506836,0.0792079195380211,0.0147783253341913,0.0147783253341913,-0.0480769239366055,-0.0198019798845053,-0.0198019798845053,28.7150077819824,75.6220092773438,75.9671859741211,0.470444619655609,1.41567468643188,1.87627375125885,0,0,0.0,50,231000418,5466938,83.4271240234375,49.77609939575196,46.15267573038737,0.5436362202962286
49.2427368164062,48.2515106201172,46.1494293212891,0.105590060353279,0.132075473666191,0.132075473666191,0.0,0.0977443605661392,0.0977443605661392,28.7150077819824,75.6220092773438,75.9671859741211,0.390679448843002,1.3548389673233,1.80588376522064,0,0,0.0,40,172631905,5475226,87.5237197875977,55.20350151062011,46.023452072143556,0.1259772491455422
46.9389915466309,46.2724761962891,44.7206954956055,0.146853148937225,0.202898547053337,0.202898547053337,0.0409356728196144,0.0514285713434219,0.0514285713434219,26.5467872619629,77.2574996948242,76.964111328125,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,459534796,5475227,91.5645446777344,59.541901779174765,44.999617703755696,-0.27892220815019897
49.5571937561035,47.8686943054199,45.3496131896973,0.0370370373129845,0.0434782616794109,0.0434782616794109,0.125,0.104477614164352,0.104477614164352,26.5467872619629,77.2574996948242,76.964111328125,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,326856783,5476782,98.9473876953125,54.594100570678684,45.790262908935546,-0.4406497192382446
48.6001472473145,47.5405616760254,46.3100738525391,0.129770994186401,0.259999990463257,0.259999990463257,-0.0206896550953388,0.0307692307978868,0.0307692307978868,28.7150077819824,75.6220092773438,75.9671859741211,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,326856779,5479327,104.076217651367,67.9964984893799,45.720021934509276,0.5900519180298218
48.5249519348145,48.6650924682617,45.8554801940918,0.142857149243355,0.136363640427589,0.136363640427589,0.0280373822897673,0.0566037744283676,0.0566037744283676,28.7150077819824,75.6220092773438,75.9671859741211,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,1186657922,5479328,95.4176406860352,57.13620147705075,44.75280261993408,1.1026775741577168
46.2314605712891,45.20263671875,42.7245712280273,0.111111111938953,0.109589040279388,0.109589040279388,0.0673575103282928,0.114754095673561,0.114754095673561,28.7150077819824,75.6220092773438,75.9671859741211,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,681371191,5479331,101.319313049316,62.451398086547805,44.16165552775065,-1.4370842997233524
50.3706817626953,49.3521118164062,45.8725700378418,0.070175439119339,0.0229007638990879,0.0229007638990879,0.170068025588989,0.135483875870705,0.135483875870705,26.5467872619629,77.2574996948242,76.964111328125,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,22867000,5481050,77.0975112915039,41.881401443481494,47.58779996236165,-1.7152299245198535
47.3525733947754,46.4433784484863,43.6884536743164,0.309734523296356,0.24731183052063,0.24731183052063,0.0326797403395176,0.127819553017616,0.127819553017616,28.7150077819824,75.6220092773438,75.9671859741211,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,451499759,5481051,103.531021118164,53.75480003356937,44.538447024027505,-0.8499933497111059
46.3921089172363,44.8369102478027,42.5263290405273,0.0464135035872459,0.0090909088030457,0.0090909088030457,-0.0290456432849169,-0.0090909088030457,-0.0090909088030457,28.7150077819824,75.6220092773438,75.9671859741211,0.390679448843002,1.3548389673233,1.80588376522064,0,0,0.0,50,681356207,5482853,92.07421875,42.53369979858395,43.10426979064941,-0.5779407501221101
48.8291549682617,48.1182098388672,46.5185737609863,0.078125,0.135593220591545,0.135593220591545,0.126582279801369,0.129870131611824,0.129870131611824,26.5467872619629,77.2574996948242,76.964111328125,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,424727308,5482855,76.9050369262695,42.78230171203615,46.5693090057373,-0.050735244751002995
48.1968231201172,46.4194526672363,44.9462852478027,0.0838709697127342,0.0506329126656055,0.0506329126656055,0.0454545468091965,0.0514285713434219,0.0514285713434219,26.5467872619629,77.2574996948242,76.964111328125,0.470444619655609,1.41567468643188,1.87627375125885,0,0,0.0,50,231000418,5482856,90.5640487670898,75.76689758300785,45.45003317515055,-0.5037479273478525
46.6723861694336,45.5239295959473,44.8334922790527,0.0256410259753466,0.0366492159664631,0.0366492159664631,0.0430622026324272,0.0246305409818888,0.0246305409818888,26.5467872619629,77.2574996948242,76.964111328125,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,50,326728727,5483074,91.111701965332,46.81710090637207,45.051333338419596,-0.21784105936689713
47.1133117675781,47.3252258300781,45.8588981628418,0.157894730567932,0.126213595271111,0.126213595271111,-0.03125,0.0085470089688897,0.0085470089688897,28.7150077819824,75.6220092773438,75.9671859741211,0.384422987699509,1.38664555549622,1.78366601467133,0,0,0.0,60,172637629,5483075,80.8183898925781,27.2162006378174,45.81307341257731,0.045824750264486624
